authors,cited by
"Crockett, L. I. ","Fonacier, M."
"Raffaelli, M.","Fonacier, M."
"Moilanen, K. L.","Fonacier, M."
"Ra, M.","Fonacier, M."
"Cruz, C. P.","Fonacier, M."
"Mallari, R. B. C.","Fonacier, M."
"Cruz, G. T.","Fonacier, M."
Cvetkovich G. ,"Fonacier, M."
"Grote, B.","Fonacier, M."
"Davis, K.","Fonacier, M."
"Blake, J.","Fonacier, M."
"De Guzman, E. A.","Fonacier, M."
"De Jose, E.","Fonacier, M."
Demographic Research and Development Foundation,"Fonacier, M."
University of the Philippines Population Institute,"Fonacier, M."
Department of Health.,"Fonacier, M."
"Derogatis, L. R.","Fonacier, M."
"Diop-Sidibe, N.","Fonacier, M."
"Escoffier, I.","Fonacier, M."
"Festinger, L.","Fonacier, M."
"Field, A.","Fonacier, M."
"Finer, L. B.","Fonacier, M."
"Fischbein, M.","Fonacier, M."
"Ajzen, I.","Fonacier, M."
"Fisher, T. D.","Fonacier, M."
"Hall, R. G.","Fonacier, M."
"Flores, H.","Fonacier, M."
"Frias, N.","Fonacier, M."
"Gervacio, R.","Fonacier, M."
"Giddens, A.","Fonacier, M."
"Guerra, V. M.","Fonacier, M."
"Gouveia, V. V.","Fonacier, M."
"Sousa, D. M.","Fonacier, M."
"Lima, T. J.","Fonacier, M."
"Freires, L. A.","Fonacier, M."
"Harding, D. I.","Fonacier, M."
"Iencks, C.","Fonacier, M."
"Hendrick, S.","Fonacier, M."
"Hendrick, C.","Fonacier, M."
"Hindin, I.","Fonacier, M."
"Hindin, M. I.","Fonacier, M."
"Jessor, R.","Fonacier, M."
"Costa, F.","Fonacier, M."
"lessor, S. L.","Fonacier, M."
"Donovan, I. E.","Fonacier, M."
"Joe, V. C.","Fonacier, M."
"Brown, C. R.","Fonacier, M."
"Jones, R.","Fonacier, M."
"Kabamalan, M. M.","Fonacier, M."
"Kabamalan, M.","Fonacier, M."
"Kabamalan, M.","Fonacier, M."
"Casterline, I.","Fonacier, M."
"Kohlberg, L.","Fonacier, M."
"Lacson, R. S.","Fonacier, M."
"Theacharis, T. R.","Fonacier, M."
"Strack, R.","Fonacier, M."
"Sy, F. S.","Fonacier, M."
"Vincent, L. M.","Fonacier, M."
"Osteria, T. S.","Fonacier, M."
"Laguna, E.","Fonacier, M."
"Laner, M. R.","Fonacier, M."
"Laner, R. H.","Fonacier, M."
"Palmer, C. E. ","Fonacier, M."
"Lanuza, G. M.","Fonacier, M."
"Lei, H. E.","Fonacier, M."
"Levinson, D. I.","Fonacier, M."
"Huffman, P. E.","Fonacier, M."
"Macionis, J.","Fonacier, M."
"Manapol, M.","Fonacier, M."
"Mamas-Fernandez, R.","Fonacier, M."
"Maranell, G. ","Fonacier, M."
"Dodder, R.","Fonacier, M."
"Mitchell, D.","Fonacier, M."
"Marquez, M. N.","Fonacier, M."
"Medina, B.","Fonacier, M."
"Middendorp, C.","Fonacier, M."
"Brinkman, W.","Fonacier, M."
"Koomen, W. ","Fonacier, M."
National Statistics Office,"Fonacier, M."
ICE Macro,"Fonacier, M."
"Natividad, I. N.","Fonacier, M."
"Oakes, I. M.","Fonacier, M."
"Rossi, P. H.","Fonacier, M."
"Oljira, L.","Fonacier, M."
"Berhane, Y.","Fonacier, M."
"Worku, A.","Fonacier, M."
Philippine Statistics Authority,"Fonacier, M."
ICE International.,"Fonacier, M."
"Pingoi, A.","Fonacier, M."
"Rayburn, A.","Fonacier, M."
"Raymundo, C. M.","Fonacier, M."
"Raymundo, C. M.","Fonacier, M."
"Raymundo, C. M.","Fonacier, M."
"Cruz, G. T.","Fonacier, M."
"Raymundo. C., M.","Fonacier, M."
"Cruz, G. T.","Fonacier, M."
"Raymundo, C. M.","Fonacier, M."
"Domingo, L. I.","Fonacier, M."
"Xenos, P.","Fonacier, M."
"Reiss, I. L.","Fonacier, M."
"Reiss, I. L.","Fonacier, M."
"Reiss, I. L. ","Fonacier, M."
"Role, M.","Fonacier, M."
"Ryu, E.","Fonacier, M."
"Kyunghee, K.","Fonacier, M."
"Hyejin, K.","Fonacier, M."
"Sakran, G. F.","Fonacier, M."
"Salts, C. I.","Fonacier, M."
"Seismore, M. D.","Fonacier, M."
"Lindholm, B. W.","Fonacier, M."
"Ventura, E. R.","Fonacier, M."
"Cabigon, I.","Fonacier, M."
"Smith, T. A.","Fonacier, M."
"Scott, I.","Fonacier, M."
"Shaluhiyah, Z.","Fonacier, M."
"Small, S. A.","Fonacier, M."
"Luster, T. ","Fonacier, M."
"Smith, T. W.","Fonacier, M."
"Son, I.","Fonacier, M."
"Tabaco, R. P. ","Fonacier, M."
"Thomas, D. R. ","Fonacier, M."
"Thornton, A.","Fonacier, M."
"Camburn, D. ","Fonacier, M."
"Trueblood, K.","Fonacier, M."
"Hannon, R.","Fonacier, M."
"Hall, D. S.","Fonacier, M."
"Urbano-Batangan, T.","Fonacier, M."
United Nations Development Programme,"Fonacier, M."
United States Agency for International Development,"Fonacier, M."
United Nations Educational and Scientific Cultural Organization,"Fonacier, M."
United Nations Population Fund,"Fonacier, M."
"Amato, P.","Galay, C. Jr."
"Balk, D.","Galay, C. Jr."
"Raymundo, C.","Galay, C. Jr."
"Belsky, J.","Galay, C. Jr."
"Berja, C.","Galay, C. Jr."
"Kabamalan, M.","Galay, C. Jr."
"Blum, R.","Galay, C. Jr."
"Catan, L.","Galay, C. Jr."
"Dennison, C.","Galay, C. Jr."
"Coleman, J.","Galay, C. Jr."
"Clauson, C.","Galay, C. Jr."
"Weber, R.","Galay, C. Jr."
"Chao, R.","Galay, C. Jr."
"Chase-Lansdale, P.","Galay, C. Jr."
"Wakschlag, L.","Galay, C. Jr."
"Cole, L.","Galay, C. Jr."
"Hall, I.","Galay, C. Jr."
"Cruz, G.","Galay, C. Jr."
"Laguna, E.","Galay, C. Jr."
"Raymundo, C.","Galay, C. Jr."
"Dator-Bercilla, J.","Galay, C. Jr."
"De Guzman, E.","Galay, C. Jr."
"Diaz, S.","Galay, C. Jr."
"Doyle, A.","Galay, C. Jr."
"Morretti, M.","Galay, C. Jr."
"Brendgen, M.","Galay, C. Jr."
"Bukowski, W.","Galay, C. Jr."
"Elkin, E.","Galay, C. Jr."
Elikington,"Galay, C. Jr."
"Freeman, H.","Galay, C. Jr."
Newland L.,"Galay, C. Jr."
"Hardin, M.","Galay, C. Jr."
"Healy, J.","Galay, C. Jr."
"Hulipas, E.","Galay, C. Jr."
"Hutchinson, K.","Galay, C. Jr."
"Jaccard, J.","Galay, C. Jr."
"Dodge, T.","Galay, C. Jr."
"Jocano, F.","Galay, C. Jr."
"Jocano, F.","Galay, C. Jr."
"Lezin, N.","Galay, C. Jr."
"Rolleri, L.","Galay, C. Jr."
"Bean, S.","Galay, C. Jr."
"Taylor, J.","Galay, C. Jr."
"Lenciauskiene, I.","Galay, C. Jr."
"Zaborskis, A. ","Galay, C. Jr."
"Longmore, M.","Galay, C. Jr."
"Lotivio, Z.","Galay, C. Jr."
"Marquez, M.","Galay, C. Jr."
"Marquez, M.","Galay, C. Jr."
"Galban, M.","Galay, C. Jr."
"Masche, G.","Galay, C. Jr."
"McLanahan, S.","Galay, C. Jr."
"Seltzer, J.","Galay, C. Jr."
"Hanson, T.","Galay, C. Jr."
"Thomson, E.","Galay, C. Jr."
"Medina, T.","Galay, C. Jr."
"Miller, B.","Galay, C. Jr."
"Moore, K.","Galay, C. Jr."
"Mueller, K.","Galay, C. Jr."
"Powers, W.","Galay, C. Jr."
"Natividad, J.","Galay, C. Jr."
"Marquez, M.","Galay, C. Jr."
"Papini, D.","Galay, C. Jr."
"Roggman, L.","Galay, C. Jr."
"Anderson, J.","Galay, C. Jr."
"Quieta, R. ","Galay, C. Jr."
"Raymundo, C.","Galay, C. Jr."
"Cruz, G.","Galay, C. Jr."
"Rubin, K.","Galay, C. Jr."
"Chung, O.","Galay, C. Jr."
"Simpson, A.","Galay, C. Jr."
"Urbano-Batangan, M.","Galay, C. Jr."
UNICEF,"Galay, C. Jr."
UNAIDS,"Galay, C. Jr."
WHO,"Galay, C. Jr."
"Whitaker, D.","Galay, C. Jr."
"Miller, K.","Galay, C. Jr."
"Xenos, P.","Galay, C. Jr."
"Raymundo, C.","Galay, C. Jr."
"Berja, C.","Galay, C. Jr."
Agence-France-Presse,"Gocatek, C."
"Agnew, J.","Gocatek, C."
"Alburo, F.","Gocatek, C."
"Abella, D.","Gocatek, C."
"Anonuevo,  A. T.","Gocatek, C."
"Anonuevo,  A.T.","Gocatek, C."
"Estopace, D.","Gocatek, C."
"Anonuevo,  A. T.","Gocatek, C."
"Araji, S. K.","Gocatek, C."
"Arif, G. M.","Gocatek, C."
"Iran, M.","Gocatek, C."
Asian Migrant,"Gocatek, C."
"Asis, M. M. B.","Gocatek, C."
"Asis, M. M. B.","Gocatek, C."
"Asis, M. M. B.","Gocatek, C."
"Asis, M. M. B.","Gocatek, C."
"Asis, M. M. B.","Gocatek, C."
"Bacol, M. M.","Gocatek, C."
"Bocol, M. M.","Gocatek, C."
Bangko Sentral ng Pilipinas,"Gocatek, C."
Bangko Sentral ng Pilipinas,"Gocatek, C."
Bangko Sentral ng Pilipinas,"Gocatek, C."
Bangko Sentral ng Pilipinas,"Gocatek, C."
Bangko Sentral ng Pilipinas,"Gocatek, C."
"Bartolome, C. D.","Gocatek, C."
"Beck, S. H.","Gocatek, C."
"Becker, G. S.","Gocatek, C."
"Becker, G. S.","Gocatek, C."
"Bengco, R.","Gocatek, C."
"Bielby, W. T.","Gocatek, C."
"Bleu, P. M.","Gocatek, C."
"Duncan, O. D.","Gocatek, C."
"Bogue, D.","Gocatek, C."
"Borjos, G. J.","Gocatek, C."
"Bourdieu, P.","Gocatek, C."
"Bourgeault, I. L.","Gocatek, C."
"Neiterman, E.","Gocatek, C."
"LeBrun, J.","Gocatek, C."
"Viers, K.","Gocatek, C."
"Winkup, J.","Gocatek, C."
"Brinkerhoff, D. B.","Gocatek, C."
"White, L. K.","Gocatek, C."
"Ortega, S. T.","Gocatek, C."
"Cabigon, J. V.","Gocatek, C."
"Calhoun, C.","Gocatek, C."
"Light, D.","Gocatek, C."
"Keller, S.","Gocatek, C."
"Carino, B. V.","Gocatek, C."
"Castles, S.","Gocatek, C."
"Miller, M. J.","Gocatek, C."
"Chiswick, B. R.","Gocatek, C."
"Lee, Y. L.","Gocatek, C."
"Miller, P.","Gocatek, C."
"Co, C. Y.","Gocatek, C."
"Coe, N. M.","Gocatek, C."
"Kelly, P. F.","Gocatek, C."
"Young, H. W. C.","Gocatek, C."
Commission on Filipinos Overseas,"Gocatek, C."
Commission on Filipinos Overseas,"Gocatek, C."
Commission on Filipinos Overseas,"Gocatek, C."
Commission on Filipinos Overseas,"Gocatek, C."
Commission on Filipinos Overseas,"Gocatek, C."
Commission on Filipinos Overseas,"Gocatek, C."
Commission on Filipinos Overseas,"Gocatek, C."
Commission on Filipinos Overseas,"Gocatek, C."
Commission on Filipinos Overseas,"Gocatek, C."
Commission on Higher Education,"Gocatek, C."
"Costello, M. P.","Gocatek, C."
"Cruz, V. P.","Gocatek, C."
Davila. K.,"Gocatek, C."
"De Jong, G. F.","Gocatek, C."
"Fawcett, J. T.","Gocatek, C."
"De Jong, G. F.","Gocatek, C."
"Legazpi-Blair, M. C.","Gocatek, C."
"De Guzman, A. F.","Gocatek, C."
"De Guzman, E. A.","Gocatek, C."
Department of Labor and Employment,"Gocatek, C."
"Dex, S., Ward, K.","Gocatek, C."
"Joshi, H.","Gocatek, C."
"Dizon-Anonuevo, E.","Gocatek, C."
"Dizon-Anonuevo, E.","Gocatek, C."
"Djamba, Y. K.","Gocatek, C."
"Goldstein, S. ","Gocatek, C."
"Goldstein, A.","Gocatek, C."
"Docduier, F.","Gocatek, C."
"Ropoporl, H.","Gocatek, C."
"Ducones, G.","Gocatek, C."
"Abello, M.","Gocatek, C."
"Duncan, OD. ","Gocatek, C."
"Duncan, O. D.","Gocatek, C."
"Hodge, R. W.","Gocatek, C."
Episcopal Commission for The Pastoral Care of Migrants and Itinerant People,"Gocatek, C."
Scolobrini Center for People on the Move,"Gocatek, C."
"Edmonston, B.","Gocatek, C."
"Micholowski, M.","Gocatek, C."
"Evioto, E.U. ","Gocatek, C."
"Featherman, D. L. ","Gocatek, C."
"Houser, R. M.","Gocatek, C."
"Featherman, D. L. ","Gocatek, C."
Hauser. R. M.,"Gocatek, C."
"Fernandez, N. G.","Gocatek, C."
"Ganzeboom, H. B. G.","Gocatek, C."
"De Graaf, P.","Gocatek, C."
"Treiman, D. J.","Gocatek, C."
"Ganzeboom, H.B.G. ","Gocatek, C."
"Treiman, D. J. ","Gocatek, C."
"Ganzeboom, H. B. G.","Gocatek, C."
"Ganzeboom, H. B. G.","Gocatek, C."
"Ganzeboom, H.B.G.","Gocatek, C."
"Go, S. P.","Gocatek, C."
"Gocatek, C. Z.","Gocatek, C."
"Goldthorpe, J.H.","Gocatek, C."
"Hope, K.","Gocatek, C."
"Greenstein, T.","Gocatek, C."
"Grusky, D. D. ","Gocatek, C."
"Hall, E.","Gocatek, C."
"Haup, T. A.","Gocatek, C."
"Kane, T. T.","Gocatek, C."
"Haub, C.","Gocatek, C."
"Hauser, R.M. ","Gocatek, C."
"Warren, J.R.","Gocatek, C."
"Hoff, D. M. ","Gocatek, C."
"Hiponia, V. L.","Gocatek, C."
"Hodge, R. W.","Gocatek, C."
"Horan, P. M. ","Gocatek, C."
"Hugo, G.","Gocatek, C."
"Hunter, L. C.","Gocatek, C."
"Reid, G. L.","Gocatek, C."
Institute for Migration and Development Issues,"Gocatek, C."
International Labour Organization,"Gocatek, C."
International Labour Organization,"Gocatek, C."
International Lobour Organization,"Gocatek, C."
International Lobour Organization,"Gocatek, C."
International Labour Organization,"Gocatek, C."
International Lcbour Organization,"Gocatek, C."
International Organization for Migration,"Gocatek, C."
Scalabrini Migration Center,"Gocatek, C."
"Jacobs, J.","Gocatek, C."
"Kannapan, S.","Gocatek, C."
"Kelly, P.","Gocatek, C."
"Astorga-Garcia, M.","Gocatek, C."
"Esguerra, E.F.","Gocatek, C."
"Community Alliance for Social Justice, Toronto","Gocatek, C."
"Kelly, P.","Gocatek, C."
"Park, S. De Leon, C.","Gocatek, C."
"Priest, J.","Gocatek, C."
"Khondker, S. R. ","Gocatek, C."
"Kim, D.Y. ","Gocatek, C."
"Kulkorni, V. S.","Gocatek, C."
"Krueger, R. A.","Gocatek, C."
"Lone, A. V.","Gocatek, C."
"Lane, B.","Gocatek, C."
"Lauby, J. ","Gocatek, C."
"Stork, O.","Gocatek, C."
"Lovores, O.","Gocatek, C."
"Lee, E. S.","Gocatek, C."
"Lieberson, S. ","Gocatek, C."
"Fuguilt, G. V. ","Gocatek, C."
"Lin, G.","Gocatek, C."
"Christiadi, C.","Gocatek, C."
"Long, J.","Gocatek, C."
"Ferrie, J.","Gocatek, C."
"Lorenzo, F. M. E.","Gocatek, C."
"Galvez-Ton, J.","Gocatek, C."
"Icomino, K.","Gocatek, C."
"Javier, L.","Gocatek, C."
"Malkin, M.","Gocatek, C."
"Mangahos, M. A. A.","Gocatek, C."
"Mangahas, M. A. A.","Gocatek, C."
"Mangahas, M. A. A.","Gocatek, C."
"Massey, D. B. ","Gocatek, C."
"Massey, D. S.","Gocatek, C."
"Massey, D. S.","Gocatek, C."
"Arongo, J.","Gocatek, C."
"Hugo, G.","Gocatek, C."
"Kouaouci, A.","Gocatek, C."
"Pellegrino, A., ","Gocatek, C."
"Taylor, J. E.","Gocatek, C."
"Madras, J.","Gocatek, C."
"Matteo, A.","Gocatek, C."
"Neagu, L. C.","Gocatek, C."
"Camden, C.","Gocatek, C."
"Mayor, R.","Gocatek, C."
"McBrier, D. B.","Gocatek, C."
"Wilson, G.","Gocatek, C."
"Medeniflo, S.","Gocatek, C."
"Meruerias, M. ","Gocatek, C."
National Statistical Coordination Board,"Gocatek, C."
National Statistical Coordination Board,"Gocatek, C."
National Statistical Coordination Board,"Gocatek, C."
National Statistics Office,"Gocatek, C."
National Statistics Office,"Gocatek, C."
National Statistics Office,"Gocatek, C."
National Statistics Office,"Gocatek, C."
National Statistics Office,"Gocatek, C."
"Nguyen, L.","Gocatek, C."
OFW Guide,"Gocatek, C."
"Ogena, N. B.","Gocatek, C."
"Ogena, N. B.","Gocatek, C."
"De Jong, G. F.","Gocatek, C."
"Orara, S.","Gocatek, C."
"Poez, R. D.","Gocatek, C."
"Palma-Beltran, R.","Gocatek, C."
"Parnes, H. ","Gocatek, C."
"Perez, A. E. ","Gocatek, C."
"Feranil, I. Z. ","Gocatek, C."
"Pessar, P. R.","Gocatek, C."
"Mahler, S. J.","Gocatek, C."
Philippine Overseas Employment Administration ,"Gocatek, C."
Philippine Overseas Employment Administration,"Gocatek, C."
Philippine Overseas Employment Administration,"Gocatek, C."
Philippine Overseos Employment Administrotion,"Gocatek, C."
"Portes, A. L.","Gocatek, C."
"Powers, M. G.","Gocatek, C."
"Seltzer, W.","Gocatek, C."
"Pratt, G.","Gocatek, C."
"Pratt, G.","Gocatek, C."
"Rasul, A. D.","Gocatek, C."
"Ravenstein, E. G.","Gocatek, C."
"Reskin, B. F.","Gocatek, C."
"Retherford, R. D. ","Gocatek, C."
"Choe, M. J.","Gocatek, C."
"Robinson, K.","Gocatek, C."
"Rodriguez, E. R.","Gocatek, C."
"Rosenfield, R. A.","Gocatek, C."
"Samonte, E. L.","Gocatek, C."
"Sorausod, M. R.","Gocatek, C."
Scalabrini Migration Center,"Gocatek, C."
Scalabrini Migration Center,"Gocatek, C."
"Shah, C.","Gocatek, C."
"Sharma, M.","Gocatek, C."
"Silvey, R.","Gocatek, C."
"Sittitrai, W.","Gocatek, C."
"Brown, T.","Gocatek, C."
"Corbollo, M.","Gocatek, C."
"Caraél, M.","Gocatek, C."
"Sjaastad, A. H. ","Gocatek, C."
"Smits, J.","Gocatek, C."
"Ulfee, W.","Gocatek, C."
"Lammers, J. ","Gocatek, C."
"Soriano, M.","Gocatek, C."
"Stark, O.","Gocatek, C."
"Thadani, V. N. ","Gocatek, C."
"Todaro, M. P.","Gocatek, C."
The University of Hawaii's Office of Multicultural Student Services,"Gocatek, C."
"Tigno, J. V. ","Gocatek, C."
"Tigno, J. V.","Gocatek, C."
"Treimon, D. J. ","Gocatek, C."
"Tsoo, C. ","Gocatek, C."
"Tyner, J.","Gocatek, C."
"Donaldson, D.","Gocatek, C."
"University of the Philippines,","Gocatek, C."
"Friends of Filipino Migrant Workers, Inc.","Gocatek, C."
"Wenk, D.","Gocatek, C."
"Garrett, P.","Gocatek, C."
"Wilson, G.","Gocatek, C."
"Wong, R. S. ","Gocatek, C."
"Hauser, R. M.","Gocatek, C."
"Yukawa, J. ","Gocatek, C."
"Zelinski, W. ","Gocatek, C."
Abdalla,"Grande, M."
Shaheen,"Grande, M."
Bietsch,"Grande, M."
"Brass, W.","Grande, M."
"Cabigon, J. V","Grande, M."
"Cabigon, J. V","Grande, M."
"Cabigon, J. V","Grande, M."
"Flieger, W.","Grande, M."
"Coale, A. J.","Grande, M."
"Demeny, P. ","Grande, M."
"Coale, A. J.","Grande, M."
"Demeny, P. ","Grande, M."
"Collado, P. ","Grande, M."
"Costelo, M.","Grande, M."
"Courbage, Y.","Grande, M."
"Fargues, P. ","Grande, M."
"Cruz, G.","Grande, M."
"Abellera, C ","Grande, M."
"Cruz, G. T.","Grande, M."
"Cruz, C. P.","Grande, M."
"Kabamalan, M.","Grande, M."
Ericta C.,"Grande, M."
"Espinoza, M.","Grande, M."
Health Metrics Network,"Grande, M."
"Hill, K.","Grande, M."
"Hill, K.","Grande, M."
"Hufana, L","Grande, M."
"Kupu, S.","Grande, M."
"Moulrie, R. A.","Grande, M."
"Dorrington, R. E.","Grande, M."
"Hill, A. G.,","Grande, M."
"Hill, K.,","Grande, M."
"Timaeus, I. ","Grande, M."
"Zaba, B. ","Grande, M."
National Statistical Coordination Board,"Grande, M."
National Census and Statistics Office ,"Grande, M."
National Statistics Office Philippines,"Grande, M."
Macro International Inc.,"Grande, M."
National Statistics Office ,"Grande, M."
National Statistics Office ,"Grande, M."
National Statistics Office ,"Grande, M."
National Statistics Office ,"Grande, M."
National Statistics Office ,"Grande, M."
National Statistics Office ,"Grande, M."
National Statistics Office ,"Grande, M."
Philippine Health Information Network,"Grande, M."
Philippine Statistics Authority,"Grande, M."
ICE International,"Grande, M."
"Preston, S. H., ","Grande, M."
"Coale, A. J.","Grande, M."
"Trussell, T. J.","Grande, M."
"Weinstein, M.","Grande, M."
"Shryock, H. S.","Grande, M."
"Siegel, J. S","Grande, M."
"Siegel, J. S.","Grande, M."
"Washington, D. ","Grande, M."
UNICEF,"Grande, M."
WHO,"Grande, M."
The World Bank,"Grande, M."
UN Population Division,"Grande, M."
UNESCAP,"Grande, M."
WHO,"Grande, M."
Philippine Department of Health,"Grande, M."
Philippine Statistics Authority,"Grande, M."
"Canadian Department of Foreign Affairs, Trade and Development","Grande, M."
UN Population Division,"Grande, M."
United Nations,"Grande, M."
United Nations,"Grande, M."
United Nations,"Grande, M."
World Health Organization ,"Grande, M."
Asian Development Bank,"Guzman, M."
"Baguinon, N.","Guzman, M."
"Casas, E.V.","Guzman, M."
"Balisacan, A.M.","Guzman, M."
"Hill, H.","Guzman, M."
"Bersamin, M.","Guzman, M."
"Todd, M.","Guzman, M."
"Remer, L.","Guzman, M."
"Brownstein, J.","Guzman, M."
"Cassa, C.","Guzman, M."
"Kohane, I.","Guzman, M."
K. Mandl,"Guzman, M."
"Buckley, R.","Guzman, M."
"Gahegan,  M.","Guzman, M."
K. Clarke,"Guzman, M."
"Burgert, C. R.","Guzman, M."
"Colston,  J.","Guzman, M."
"Roy, T.","Guzman, M."
"Zachary, B.","Guzman, M."
"Coale, A.","Guzman, M."
"Curran, S.","Guzman, M."
"Entswisle, B.","Guzman, M."
"Evans, T.","Guzman, M."
"Rindfuss, R.","Guzman, M."
Walsh. S.J.,"Guzman, M."
Health Policy Development and Planning Bureau Department of Health,"Guzman, M."
"Herrin, A.","Guzman, M."
"Jones, G.","Guzman, M."
"Lakew, Y.","Guzman, M."
"Reda, A.V.","Guzman, M."
"Tamene, H.","Guzman, M."
"Benedict, S.","Guzman, M."
"Deribe, K.","Guzman, M."
"Lamberte, E.","Guzman, M."
"Lee, N.","Guzman, M."
"Garganian, D.","Guzman, M."
"Kantner, A.","Guzman, M."
"Leonardo, L.","Guzman, M."
"Marcelo, A.","Guzman, M."
"Solon, J. A.","Guzman, M."
"Villasper, J.","Guzman, M."
National Epidemiology Center,"Guzman, M."
National Epidemiology Center,"Guzman, M."
"Orbeta, A.","Guzman, M."
"Orbeta, A.","Guzman, M."
Paringgit E.,"Guzman, M."
"Santillian, J.","Guzman, M."
"Makinano, M.","Guzman, M."
Philippine Statistics Authority,"Guzman, M."
ICE Macro,"Guzman, M."
Philippines Statistics Authority,"Guzman, M."
ICE International,"Guzman, M."
Philippine Statistics Authority,"Guzman, M."
Pickle L.,"Guzman, M."
"Waller, L.","Guzman, M."
"Lawson, A. ","Guzman, M."
"Prata, N.","Guzman, M."
"Richards, T.","Guzman, M."
"Croner, C.","Guzman, M."
"Rushton, G.","Guzman, M."
"Brown, C.","Guzman, M."
"Fowler, L.","Guzman, M."
"Robey, B.","Guzman, M."
"Rutstein, S.","Guzman, M."
"Morris, L. ","Guzman, M."
"Sherman, J.","Guzman, M."
"Fetters, T.","Guzman, M."
"Sileo, K. M. ","Guzman, M."
"Tanskanen, A.","Guzman, M."
"Nillos, L.","Guzman, M."
"Lehtinen, A.","Guzman, M."
"Nohynek, H.","Guzman, M."
"Sanvictores, D.","Guzman, M."
"Simoes, E.","Guzman, M."
"Tallo, V.","Guzman, M."
"Lucero, M. ","Guzman, M."
"Wang, W. S.","Guzman, M."
"Pullum, T.","Guzman, M."
"Ametepi, P. ","Guzman, M."
"Wang, W. S.","Guzman, M."
"Winner, M.","Guzman, M."
"Burger, C.","Guzman, M."
"Colston, V.","Guzman, M."
"Acuin, C. S.","Landicho, N."
"Bais, A. C.","Landicho, N."
"Javellana, J.","Landicho, N."
"Barzaga, D. J.","Landicho, N."
Allan Guttmacher Institute,"Landicho, N."
"Ashford, L.","Landicho, N."
Asian Development Bank,"Landicho, N."
"Baltazar, J. C.","Landicho, N."
"Sanile, O. P.","Landicho, N."
"Bulatao, R. A.","Landicho, N."
"Ross, J. A.","Landicho, N."
"Cabigon, J. V.","Landicho, N."
"Carlough, M. ","Landicho, N."
"Chakraborty, N.","Landicho, N."
"Islam, M. A.","Landicho, N."
"Chowdury, R. I.","Landicho, N."
"Bari, W.","Landicho, N."
"Akhter, H. H. ","Landicho, N."
"Cham, M.","Landicho, N."
"Sundby, J.","Landicho, N."
"Vangen, S. ","Landicho, N."
"Chowdury, R. I.","Landicho, N."
"Islam, M. A.","Landicho, N."
"Halida, H. A.","Landicho, N."
"Nital, C.","Landicho, N."
"Collymore, Y.","Landicho, N."
"Creel, L. C.","Landicho, N."
"Perry, R. J.","Landicho, N."
Department of Health,"Landicho, N."
DHS+ Dimensions,"Landicho, N."
"Faghihzadeh, S.","Landicho, N."
"Rochee, B. G.","Landicho, N."
"Lmyian, M.","Landicho, N."
"Mansourian, F.","Landicho, N."
"Rezasoltani, P.","Landicho, N."
"Fathalla, M.","Landicho, N."
"Freedman, L. P.","Landicho, N."
"Maine, D.","Landicho, N."
"Henderson, J. W.","Landicho, N."
International Family Planning Perspectives,"Landicho, N."
International Family Planning Perspectives,"Landicho, N."
Jhpiego,"Landicho, N."
"Jimeno, J. A.","Landicho, N."
"Katoanga, S. F.","Landicho, N."
"Kost, K.","Landicho, N."
"Landry, D. J.","Landicho, N."
"Darroch, J. E.","Landicho, N."
"Kusiako, T.","Landicho, N."
"Carine, R.","Landicho, N."
"van der Paal, L.","Landicho, N."
"Lawn, J. E.","Landicho, N."
"Cousens, S.","Landicho, N."
"Zupan, J.","Landicho, N."
"Locay, S.","Landicho, N."
Weeks,"Landicho, N."
"Loudon, I. ","Landicho, N."
"Lule, E.","Landicho, N."
"Ramana, G. N.","Landicho, N."
"Ooman, N.","Landicho, N."
"Epp, J.","Landicho, N."
"Huntington, D.","Landicho, N."
"Rosen, J. E. ","Landicho, N."
"Mahler, H.","Landicho, N."
"Maine, D.","Landicho, N."
"Maine, D.","Landicho, N."
"Chavkin, W.","Landicho, N."
"Maine, D.","Landicho, N."
"Rosenfield, A.","Landicho, N."
"Maine, D.","Landicho, N."
"Rosenfield, A.","Landicho, N."
"McCarthy, J.","Landicho, N."
"Maine, D.","Landicho, N."
"McDonald, M. ","Landicho, N."
"Monjaraz, C.","Landicho, N."
"Myer, L.","Landicho, N."
"Harrison, A. ","Landicho, N."
National Statistics Office,"Landicho, N."
Department of Health,"Landicho, N."
Macro International Inc.,"Landicho, N."
National Statistics Office,"Landicho, N."
ORC Macro,"Landicho, N."
National Statistics Office,"Landicho, N."
Macro International Inc.,"Landicho, N."
National Statistics Office,"Landicho, N."
"Navaneetham, K.","Landicho, N."
"Dharmalingam, A. ","Landicho, N."
"Ngom, P","Landicho, N."
"Okafor, C. B.","Landicho, N."
"Rahna, R. K.","Landicho, N."
"Oxaal, Z.","Landicho, N."
"Baden, S. ","Landicho, N."
"Papiernik, E.","Landicho, N."
"Parker, L. N.","Landicho, N."
"Gupta, G. R.","Landicho, N."
"Kurz, K. M.","Landicho, N."
"Merchant, K. M.","Landicho, N."
"Perez, A. Y. Jr.","Landicho, N."
"Perez, A. Y.","Landicho, N."
"Perez, A. Y.","Landicho, N."
Population Commision,"Landicho, N."
Population Reports,"Landicho, N."
"Prual, A. ","Landicho, N."
"Pulley, L.","Landicho, N."
"Rani, M.","Landicho, N."
"Sekhar, B. ","Landicho, N."
"Recidero, Z.","Landicho, N."
